,sentence,sentence_with_entity,subject_entity,object_entity,설아,보림,재윤,치영,동진
58,하지만 스핑크스 고양이와 조금이라도 친해지고 나면 이런 생각은 곧 바뀌게 될것이다.,하지만 <sbj:스핑크스 고양이>와 조금이라도 친해지고 나면 이런 <obj:생각>은 곧 바뀌게 될것이다.,"{'start': 4, 'end': 11, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 31, 'end': 32, 'text': '생각', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
59,"특히 스핑크스는 머리와 몸통에 주름이 많고 피부 색소가 있는 데다가, 솜털이기 때문에 몸의 피부색이 아주 뚜렷하게 보인다.","특히 <sbj:스핑크스>는 머리와 몸통에 주름이 많고 <obj:피부 색소>가 있는 데다가, 솜털이기 때문에 몸의 피부색이 아주 뚜렷하게 보인다.","{'start': 3, 'end': 6, 'text': '스핑크스', 'type': 'anm'}","{'start': 24, 'end': 28, 'text': '피부 색소', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
60,"첫째로 스핑크스 고양이는 털이 없다 보니 외부 기온 변화에 민감하고, 때문에 감기에 취약하다.","첫째로 <sbj:스핑크스 고양이>는 털이 없다 보니 외부 기온 변화에 민감하고, 때문에 <obj:감기>에 취약하다.","{'start': 4, 'end': 11, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 43, 'end': 44, 'text': '감기', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
61,두번째 돌연변이의 발견은 1966년에 캐나다 온타리오 주의 토론토에서 ‘엘리자베스’라는 이름의 집 고양이가 털이 없는 새끼를 한 마리 낳으면서 시작된다.,두번째 돌연변이의 발견은 1966년에 캐나다 온타리오 주의 토론토에서 <obj:‘엘리자베스’>라는 이름의 <sbj:집 고양이>가 털이 없는 새끼를 한 마리 낳으면서 시작된다.,"{'start': 53, 'end': 57, 'text': '집 고양이', 'type': 'anm'}","{'start': 39, 'end': 45, 'text': '‘엘리자베스’', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
62,그 다음 해에는 제자벨은 털 없는 다른 고양이 암컷을 다시 출산했고 이 고양이에게는 ‘더미스’라는 이름이 붙여진다.,그 다음 해에는 제자벨은 털 없는 다른 <sbj:고양이 암컷>을 다시 출산했고 이 고양이에게는 <obj:‘더미스’>라는 이름이 붙여진다.,"{'start': 22, 'end': 27, 'text': '고양이 암컷', 'type': 'anm'}","{'start': 47, 'end': 51, 'text': '‘더미스’', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
63,"대개 스핑크스종의 새끼 고양이는 성묘에 비해 더욱 촘촘한 털 숱을 갖고 태어나지만, 이들이 성장해 감에 따라 털 숱은 점점 적어진다.","대개 스핑크스종의 <sbj:새끼 고양이>는 성묘에 비해 더욱 <obj:촘촘한 털> 숱을 갖고 태어나지만, 이들이 성장해 감에 따라 털 숱은 점점 적어진다.","{'start': 10, 'end': 15, 'text': '새끼 고양이', 'type': 'anm'}","{'start': 28, 'end': 32, 'text': '촘촘한 털', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
64,"또한 스핑크스는 몸의 일부분 예컨데 보통은 얼굴의 콧등 주위와 손, 발의 말단 부분, 꼬리부분 등에는 그냥 눈으로 보아도 인식이 될 정도로 0.5~2mm 정도의 잔털이 보이는 경우도 있다.","또한 <sbj:스핑크스>는 몸의 일부분 예컨데 보통은 얼굴의 콧등 주위와 손, 발의 말단 부분, 꼬리부분 등에는 그냥 눈으로 보아도 인식이 될 정도로 0.5~2mm 정도의 <obj:잔털>이 보이는 경우도 있다.","{'start': 3, 'end': 6, 'text': '스핑크스', 'type': 'anm'}","{'start': 90, 'end': 91, 'text': '잔털', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
65,이 새끼 고양이들은 오리건 주 티가트에 있는 Z.스타더스트 사육장의 짐 뮈스키 에게 보내져 사육된다.,이 <sbj:새끼 고양이>들은 오리건 주 티가트에 있는 Z.스타더스트 사육장의 짐 <obj:뮈스키> 에게 보내져 사육된다.,"{'start': 2, 'end': 7, 'text': '새끼 고양이', 'type': 'anm'}","{'start': 40, 'end': 42, 'text': '뮈스키', 'type': 'per'}",no_relation,no_relation,no_relation,no_relation,no_relation
66,"머리에 비해 엄청나게 커 보이는 스핑크스 고양이의 귀는 위로 똑바로 솟아 있으며, 얼굴은 정면에서 바라보았을 때 위가 넓은 역삼각형의 모양이다.","머리에 비해 엄청나게 커 보이는 <sbj:스핑크스 고양이>의 <obj:귀>는 위로 똑바로 솟아 있으며, 얼굴은 정면에서 바라보았을 때 위가 넓은 역삼각형의 모양이다.","{'start': 18, 'end': 25, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 28, 'end': 28, 'text': '귀', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
67,스핑크스는 비만이 아닌 한 보통은 2.5~5kg 정도의 체중을 가진다.,<sbj:스핑크스>는 비만이 아닌 한 보통은 <obj:2.5~5kg> 정도의 체중을 가진다.,"{'start': 0, 'end': 3, 'text': '스핑크스', 'type': 'anm'}","{'start': 19, 'end': 25, 'text': '2.5~5kg', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
68,세미포린 형의 고양이는 다소 작지만 근육이 발달되고 운동신경이 좋아 보이는 체형으로서 아비시니안 고양이가 대표적이다.,<sbj:세미포린 형의 고양이>는 다소 작지만 근육이 발달되고 운동신경이 좋아 보이는 체형으로서 <obj:아비시니안 고양이>가 대표적이다.,"{'start': 0, 'end': 10, 'text': '세미포린 형의 고양이', 'type': 'org'}","{'start': 48, 'end': 56, 'text': '아비시니안 고양이', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
69,그 이유는 스핑크스가 털이 없어 털 대신 자신의 피부를 보호하기 위해서이다.,그 이유는 <sbj:스핑크스>가 털이 없어 털 대신 자신의 <obj:피부>를 보호하기 위해서이다.,"{'start': 6, 'end': 9, 'text': '스핑크스', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '피부', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
70,"스핑크스 고양이는 보통 두 종류로 나뉘는데, 캐나다가 고향인 캐너디언 스핑크스 와 러시아, 북유럽 등지의 돈 스핑크스(돈스코이)라는 종류가 있다.","<sbj:스핑크스 고양이>는 보통 두 종류로 나뉘는데, 캐나다가 고향인 <obj:캐너디언 스핑크스> 와 러시아, 북유럽 등지의 돈 스핑크스(돈스코이)라는 종류가 있다.","{'start': 0, 'end': 7, 'text': '스핑크스 고양이', 'type': 'org'}","{'start': 34, 'end': 42, 'text': '캐너디언 스핑크스', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
71,스핑크스는 골격의 뼈가 가늘지만 연약하진 않으며 근육이 잘 발달되어 있다.,<sbj:스핑크스>는 골격의 뼈가 가늘지만 연약하진 않으며 <obj:근육>이 잘 발달되어 있다.,"{'start': 0, 'end': 3, 'text': '스핑크스', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '근육', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
72,이 두 종류의 고양이는 전문가가 아니면 얼핏 보아서는 분간하기가 조금 어려울 정도로 닮아 있다.,이 두 종류의 <sbj:고양이>는 전문가가 아니면 얼핏 보아서는 분간하기가 조금 어려울 정도로 <obj:닮아> 있다.,"{'start': 8, 'end': 10, 'text': '고양이', 'type': 'anm'}","{'start': 47, 'end': 48, 'text': '닮아', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
73,애초에 털이 없는 고양이가 발견된 곳이 여러군데 이기 때문이다.,애초에 <obj:털이 없는> <sbj:고양이>가 발견된 곳이 여러군데 이기 때문이다.,"{'start': 10, 'end': 12, 'text': '고양이', 'type': 'anm'}","{'start': 4, 'end': 8, 'text': '털이 없는', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
74,"이 새끼고양이는 ‘푸룬’ (말린 자두의 쭈글쭈글한 모양과 흡사해서 붙은 이름 )이라는 이름이 주어졌으며, 이를 우연히 발견한 전문 브리더에 의해 교배 육종되기 시작했다.","이 <sbj:새끼고양이>는 <obj:‘푸룬’> (말린 자두의 쭈글쭈글한 모양과 흡사해서 붙은 이름 )이라는 이름이 주어졌으며, 이를 우연히 발견한 전문 브리더에 의해 교배 육종되기 시작했다.","{'start': 2, 'end': 6, 'text': '새끼고양이', 'type': 'anm'}","{'start': 9, 'end': 12, 'text': '‘푸룬’', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
75,"어떤 사람은 스핑크스 고양이가 너무 신기하고 재미있으며, 뭔가 다른 귀여움이 있다고 하는 반면에, 어떤 사람은 징그럽다, 외계 생물 같다는 등 극명한 반응을 보이기 쉽다.","어떤 사람은 <sbj:스핑크스 고양이>가 너무 신기하고 재미있으며, 뭔가 다른 <obj:귀여움>이 있다고 하는 반면에, 어떤 사람은 징그럽다, 외계 생물 같다는 등 극명한 반응을 보이기 쉽다.","{'start': 7, 'end': 14, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 38, 'end': 40, 'text': '귀여움', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
76,"하지만 ""털이 없다.""라는 기준만 놓고 보면 좀 모호한 부분이 있는것이, 캐너디언 스핑크스는 완전히 털이 없는 무모가 아니라 얼핏 보아서는 털이 없는 것처럼 보이지만 실제로 자세히 들여다보면 몸 전체에 마치 복숭아처럼 0.5mm 이하의 아주 잔 솜털이 촘촘히 나 있다.","하지만 ""털이 없다.""라는 기준만 놓고 보면 좀 모호한 부분이 있는것이, <sbj:캐너디언 스핑크스>는 완전히 털이 없는 무모가 아니라 얼핏 보아서는 털이 없는 것처럼 보이지만 실제로 자세히 들여다보면 몸 전체에 마치 복숭아처럼 0.5mm 이하의 아주 <obj:잔 솜털>이 촘촘히 나 있다.","{'start': 41, 'end': 49, 'text': '캐너디언 스핑크스', 'type': 'anm'}","{'start': 135, 'end': 138, 'text': '잔 솜털', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
77,이 종은 다른 종들처럼 사람과 일정한 거리를 두는 예가 드물 정도로 사람을 좋아하며 잘 따른다.,<sbj:이 종>은 다른 종들처럼 사람과 일정한 거리를 두는 예가 드물 정도로 <obj:사람>을 좋아하며 잘 따른다.,"{'start': 0, 'end': 2, 'text': '이 종', 'type': 'anm'}","{'start': 38, 'end': 39, 'text': '사람', 'type': 'per'}",no_relation,no_relation,no_relation,no_relation,no_relation
78,시베리안 허스키는 동시베리아에서 유래된 중형견으로 촘촘하게 덮인 모피를 지닌 썰매견이다.,<sbj:시베리안 허스키>는 동시베리아에서 유래된 중형견으로 촘촘하게 덮인 모피를 지닌 <obj:썰매견>이다.,"{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 43, 'end': 45, 'text': '썰매견', 'type': 'org'}",anm:role,anm:role,anm:role,anm:role,anm:role
79,"시베리안 허스키는 활동적이며, 힘이 넘치며, 쾌활한 종으로, 선조는 시베리아 북극지방의 극심한 추위와 혹독한 환경에서 건너와서, 북동 아시아의 축치인에 의해 교배되었다.","<sbj:시베리안 허스키>는 활동적이며, 힘이 넘치며, <obj:쾌활>한 종으로, 선조는 시베리아 북극지방의 극심한 추위와 혹독한 환경에서 건너와서, 북동 아시아의 축치인에 의해 교배되었다.","{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 25, 'end': 26, 'text': '쾌활', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
80,"시베리안 허스키는 두 겹의 두터운 털과 낫 모양의 꼬리, 쫑긋하게 똑바로 선 삼각형 모양의 귀, 적당한 근육, 뚜렷한 무늬로 구별된다.","<sbj:시베리안 허스키>는 두 겹의 두터운 털과 낫 모양의 꼬리, 쫑긋하게 똑바로 선 <obj:삼각형 모양의 귀>, 적당한 근육, 뚜렷한 무늬로 구별된다.","{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 43, 'end': 51, 'text': '삼각형 모양의 귀', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
81,"다수의 허스키가 황금빛이나 잡색의 얼룩을 띠기도 하지만, 가장 흔한 색상으로는 검은색과 흰색, 회색과 흰색, 구리빛 붉은색과 흰색, 전체 흰색이 있다.","다수의 <sbj:허스키>가 <obj:황금빛>이나 잡색의 얼룩을 띠기도 하지만, 가장 흔한 색상으로는 검은색과 흰색, 회색과 흰색, 구리빛 붉은색과 흰색, 전체 흰색이 있다.","{'start': 4, 'end': 6, 'text': '허스키', 'type': 'anm'}","{'start': 9, 'end': 11, 'text': '황금빛', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
82,시베리안 허스키는 대다수의 개에 비해 더 촘촘한 모피를 지닌다.,<sbj:시베리안 허스키>는 대다수의 개에 비해 더 <obj:촘촘한 모피>를 지닌다.,"{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 23, 'end': 28, 'text': '촘촘한 모피', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
83,"시베리안 허스키는 다양한 색상과 문양이 있으며, 흔히 하얀색 발과 다리와, 얼굴의 무늬, 뾰족한 꼬리를 지닌다.","<sbj:시베리안 허스키>는 다양한 색상과 문양이 있으며, 흔히 하얀색 발과 다리와, 얼굴의 무늬, <obj:뾰족한 꼬리>를 지닌다.","{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 50, 'end': 55, 'text': '뾰족한 꼬리', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
84,"시베리안 허스키는 또렷한 무늬와, 다른 얼굴의 문양은 다양하게 나타난다.","<sbj:시베리안 허스키>는 <obj:또렷한 무늬>와, 다른 얼굴의 문양은 다양하게 나타난다.","{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 10, 'end': 15, 'text': '또렷한 무늬', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
85,"시베리안 허스키의 주요 질병으로는 고혈압, 소화성궤양 등이 있다.","<sbj:시베리안 허스키>의 주요 질병으로는 <obj:고혈압>, 소화성궤양 등이 있다.","{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 19, 'end': 21, 'text': '고혈압', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
86,곧 시베리안 허스키는 애완용 동물과 도그쇼를 위한 개로 곧 인식되었다.,곧 <sbj:시베리안 허스키>는 <obj:애완용> 동물과 도그쇼를 위한 개로 곧 인식되었다.,"{'start': 2, 'end': 9, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 12, 'end': 14, 'text': '애완용', 'type': 'poh'}",anm:role,anm:role,anm:role,anm:role,anm:role
87,"이 견종은 놈 지역의 골드 러시 기간 동안 알래스카로 수입되었으며, 그곳에서 미국과 캐나다에 처음에는 썰매개로 들어와 퍼졌다.","<sbj:이 견종>은 놈 지역의 골드 러시 기간 동안 알래스카로 수입되었으며, 그곳에서 미국과 캐나다에 처음에는 <obj:썰매개>로 들어와 퍼졌다.","{'start': 0, 'end': 3, 'text': '이 견종', 'type': 'anm'}","{'start': 57, 'end': 59, 'text': '썰매개', 'type': 'org'}",anm:role,anm:role,anm:role,anm:role,anm:role
88,그러나 이 허스키의 성격은 신발등을 물어 뜯는 약간 좋지 않은 면도 있다.,그러나 이 <sbj:허스키>의 <obj:성격>은 신발등을 물어 뜯는 약간 좋지 않은 면도 있다.,"{'start': 6, 'end': 8, 'text': '허스키', 'type': 'anm'}","{'start': 11, 'end': 12, 'text': '성격', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
89,샴고양이는 날씬한 몸에 짧고 가는 털을 가지고 있다.,<sbj:샴고양이>는 <obj:날씬한 몸>에 짧고 가는 털을 가지고 있다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 6, 'end': 10, 'text': '날씬한 몸', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
90,"그 후 영국과 유럽, 미국에서 샴고양이의 인기는 높아졌다.","그 후 영국과 유럽, <obj:미국>에서 <sbj:샴고양이>의 인기는 높아졌다.","{'start': 17, 'end': 20, 'text': '샴고양이', 'type': 'anm'}","{'start': 12, 'end': 13, 'text': '미국', 'type': 'loc'}",no_relation,no_relation,no_relation,no_relation,no_relation
